Street ID,Street Name,Street Suffix,Street Suffix Direction,Official Street Name,Thomas Brothers Map,Street Type
2421,STRETTO,WAY,,STRETTO WAY,630G6,PUBLIC STREET NAMES
2582,SKYLINE,DR,,SKYLINE DRIVE,592H2,PUBLIC STREET NAMES
10263,SKIRBALL CENTER,DR,,SKIRBALL CENTER DRIVE,591G1,PRIVATE ROADWAY NAMES
10889,SEGUN,DR,,SEGUN DRIVE,633C4,LIMITED ACCESS AREA NAMES
2835,SANTO TOMAS,DR,,SANTO TOMAS DRIVE,673C2,PUBLIC STREET NAMES
2810,SAVONA,ROAD,,SAVONA ROAD,591H5,PUBLIC STREET NAMES
232,SIERRA BONITA,AVE,,SIERRA BONITA AVENUE,633C2,PRIVATE STREET NAMES
2854,SANTA CATALINA,VIEW,,SANTA CATALINA VIEW,631F4,PUBLIC STREET NAMES
2639,SHORT,ST,,SHORT STREET,631B7,PUBLIC STREET NAMES
2955,ST BERNARD,ST,,ST BERNARD STREET,702C3,PUBLIC STREET NAMES
2815,SATURN,ST,,SATURN STREET,633G4,PUBLIC STREET NAMES
11195,SUPER KING,WAY,,SUPER KING WAY,531J4,PRIVATE ROADWAY NAMES
11199,SWEETWATER,CT,,SWEETWATER COURT,500E2,PRIVATE STREET NAMES
11083,STONER,PL,,STONER PLACE,632A6,LIMITED ACCESS AREA NAMES
11132,SEACOAST,PL,,SEACOAST PLACE,672E7,PRIVATE ROADWAY NAMES
11121,SERRANO,WAY,,SERRANO WAY,482F3,UNOFFICIAL PRIVATE STREET NAMES
10320,SPIELBERG,DR,,SPIELBERG DRIVE,559F4,PRIVATE ROADWAY NAMES
11091,STRATA,LANE,,STRATA LANE,565A6,LIMITED ACCESS AREA NAMES
11049,SURFVIEW,LANE,,SURFVIEW LANE,630F5,PUBLIC STREET NAMES
11135,STATLEY,CT,,STATLEY COURT,529E2,PUBLIC STREET NAMES
11129,SUNRISE,PL,,SUNRISE PLACE,672E7,PRIVATE ROADWAY NAMES
11185,SUNCATCHER,PL,,SUNCATCHER PLACE,702E1,PRIVATE ROADWAY NAMES
